,text,label
150,yalum rabi,3.0
151,maryouma inhbk,3.0
152,s me nn khali 3lik rabi yahfdek,3.0
153,bravo meriem,1.0
154,yar7em bouk y a nawfel,3.0
155,ena j adore mariem dabegh,4.0
156,mehech mridha,3.0
157,hh 7nina ena bidi 7nin w galbi abyedh,3.0
158,secret y3tk alf saha,3.0
159,el mra hedhi bech inla5asha fi kelma ne9sa 5ebra ou 3morha mabetet ji3ana ama 3la neyatha barcha hetheka elli ye3jebni feha yeser cute elli fi 9albha 3la lsenha,3.0
160,bravo nawfel,1.0
161,uii hnina w tayba mai 9owetha matbayanch,3.0
162,vraiment marjeelha 9adeh habitha wallah behya barchaa nes ghalta feha,4.0
163,mc ok,2.0
164,video t9oul ma3moul bedhema lel ghneya 5edma 3alameya,3.0
165,taaml aleha kif wlh,3.0
166,waaw,3.0
167,chkoun mazel yasma3 feha,3.0
168,bravo,1.0
169,bayrem ya sahbi ya ghali vive la tunisie,3.0
170,5edma zaboura sa7bi yaatik esa7a,3.0
171,ait mouheb même ana makhalitkch w tu c que tu es mon cœur,3.0
172,top ma7leereha,4.0
173,lahmi 9ach3er,3.0
174,ya3tikoum sa7a bravo,3.0
175,j adore,1.0
176,konty dweeya,3.0
177,super star you are the future of music in tunisia,2.0
178,la meilleure wallahh bravo ama cha3b yheb leghna lemthara7 ya lili ya hmama taret ghna chlayek hetha yanjah mech hethi classe et calme,4.0
179,etofla tchabah el tokyo fi casa just ch3arha twil,3.0
180,photographe tayara barcha,3.0
181,bientôt les 3m vues je l écoute en boucle jour et nuit ahssen ghneya tounsia,4.0
182,5edma yesser mezyena i can t stop listening,3.0
183,clip yesr tayara,3.0
184,rawa3aa bzff keep going,4.0
185,vraiment bravo fahmi et bendirman j adoore,1.0
186,barvoo tik sa7,4.0
187,bravo bendirman bravo fahmi,4.0
188,tt court c trop agreable nmille fois entendu w jamais 9la9t mnha liike it so much,4.0
189,toop,2.0
190,bravoo fahmii brqvo,1.0
191,rkeecht lenna enaa tawa hani nestanna fi mardi lel vrs 2,3.0
192,7louwa barcha bsaraha bravo à vous,3.0
193,partie 2 wa9tech,4.0
194,twahachtek yasmine barcha,3.0
195,toopp 1 mois et d ecoute,1.0
196,nice,2.0
197,haytt,3.0
198,braavoo,1.0
199,j adore un grand bravo,1.0
200,bon mouzica hlowwa clip tayyara el klem mouch laka el koll sinon bon travail,4.0
201,bravo from paris,2.0
202,alesh me taamloush musique b rythme w style hedha haja pure,4.0
203,elli tmathel fl clip tchaabbah l tokyo mtaa la casa de papel,4.0
204,may beya zardi kalet mouch bech yshoufa hadd,3.0
205,j adoore,1.0
206,bendir man jameayaa zeyd,3.0
207,techbah l tokyou ta3 la casa de papel,3.0
208,bravoo,1.0
209,waw yesser mahleha la chanson jaddore il fikra mta3 clip w lahn mta3 chanson tres simple et tres proche du coeur bravvo,4.0
210,ayayayy yesser top l arrangement,4.0
211,hbeell jdgh,3.0
212,2018 mazelt nesma3 fihaa,3.0
213,toop wlaah,3.0
214,nasmaeha f nhaar b 8 marat naaez zuz kamlu haka aaman,3.0
215,tfatta9 bravo,4.0
216,bravo dima nasma3 fiha 7atta fi 5edma,3.0
217,chkoun mazel yesma3ha,3.0
218,maalemm wlh bravo,3.0
219,ma7leha,3.0
220,il song w kelimet amazingg and il couple aman yfatt9ou aamloulhom film amaan,4.0
221,bravo benderman,1.0
222,yaa m3alleem,3.0
223,les paroles belehi,4.0
224,bravo bravo bravo meli 5arjet w ena modemna aaliha l8neya vraiment haja waaw,4.0
225,7louwa mink continue,4.0
226,hmdd lkiitha,3.0
227,thaabel el ghoneya bravo,4.0
228,mouche 5aybaa behiiya,3.0
229,aalamiya 3,3.0
230,un grand bravo,1.0
231,kifek admet 3leha,3.0
232,idk why nab9a narj3lha lghneya kol periode,3.0
233,bravoo 3ejbetni barcha la8nya bravo mara o5ra,4.0
234,bravoo 3,4.0
235,3alem e5er,3.0
236,le 21 août el ghneya 3awedha ta9rib 200 mara,3.0
237,en boucle nasma3 kol kelma tadhrabni fi 9albi bravo 5edma raw3a,3.0
238,bravoo,1.0
239,5edma tayyara bravo,4.0
240,bravo,1.0
241,7lowaa el mouzikaa,3.0
242,bendirman bravo 5edma chbeba,4.0
243,haw el fann,3.0
244,s7an mermez,3.0
245,ghneya tenja7 aalkher nkeep goin nclip tayara aalkheer,4.0
246,ghneya tayara,3.0
247,fahmi riahi soutek 3saal 3,3.0
248,yesser itire bech twali référence l4neya ena we7ed min ness chi5te n 3leha,3.0
249,bravo bendirman ghnaya yasser hloua,3.0
250,birjoliya mizyan barcha bravoo ily 5idmouh 3,4.0
251,thabell bonne continuation,4.0
252,raw3a bravo,4.0
253,m7leha il tofla mt3 il clip tbaki hh y a jmaa chkoun idabarli noumrouha,3.0
254,kima w3edtkom 3maltlha remix itiir,3.0
255,bravo mouch normal titre mezyen aussi ken tnagm thabtelna les paroles,4.0
256,hadi ghouniya ahlouwa bezaf au fi 2jour sama3eha 200 mara bravo berasmi chebaba barcha,4.0
257,aakwa ghoneya 2017,3.0
258,ghneyaa mouch aadeyaa,3.0
259,bravoo,1.0
260,clip ytir braboo fahmi w bendirman nasma3ha kol youm 10000 maraa bravoo,3.0
261,yeser tayara l4neya bravo,3.0
262,a9wa 8neya tounsia top 3,3.0
263,7abitha,3.0
264,chdakhalha bayya fahmouni,3.0
265,braavoo sabrii o bendiir,3.0
266,5dma 9weya sa7bi,3.0
267,tenja7,3.0
268,mahleha l ghneya w l clip 3,3.0
269,elli ya3mel abonnè lel chaine mta3y tarja3lou et merci 3,4.0
270,bravo,1.0
271,j adore vraiment c est une belle chanson waaw nasma3 fiha kol la7dha,4.0
272,el fan el s hiih,3.0
273,toopp,1.0
274,maalem,3.0
275,bravoo,1.0
276,bech tfat9 etalvza etounsia etofla,3.0
277,bravo 8aneya chabouba w 5edma 7lowa wsalemli 3la bayya zardii hh,4.0
278,tayara barcha,3.0
279,nesma7a mlyoun marra leghenya fel nhar,3.0
280,ektoulna lyrics louta aman,3.0
281,fi wa9t ha 3,3.0
282,yar7am waldik wa7ed nadhef wethnih b ghnaya 7lowa,3.0
283,vraiment tfata9 bravo 3 haw l fann,4.0
284,trop classe bravo lawled,4.0
285,3alemeya kol youm nasmaaha 3 3 3 3,3.0
286,waaw vraiment braavoo,1.0
287,vraiment lghnaya ta3betnii raw galbii youja3nii ki nasma3ha au meme temps mesta7lya louji3a waletli drug amaan ma3adech teghib w ma3adch t9os 3al ghne blkol,4.0
288,tmanit ken 5arej album haka amazing prod,4.0
289,mahlehom les couples surtt tfool hh,3.0
290,c bien wlh j adore,4.0
291,nty w hassen doss mn ahsn etwensa i ghnehom yaajbni 3 3 3 keep on chmeta f nabara 3 3 3 3 3 3,3.0
292,bravoo,1.0
293,hmd 8neya touniya tosla7 finally,4.0
294,bravo,1.0
295,clip ittir 3,3.0
296,bravoo,1.0
297,bon contention fahmi vraiment topp soutk raw3a j adoré,4.0
298,le8naya hathia w 8nayet ya bay3etni salah farzit mayb3douch 3la ba3thhoum,3.0
299,bravo il intaj il tounsi kaad yithassan just keep on,4.0
300,bravoo tayara el 4anaya,4.0
301,ahsen masmaat layamet hedhyy,3.0
302,khedma tayaraa barcha parole wtamthil wghna enfin l9ina mouzika tet7as,4.0
303,bsara7a ma7leh l clip 3alle5er 3jabni le maximum la7keya mta3 la8néya 7asitha réel w l couple réel aussi mais chtar leklem mahouch mafhoum,4.0
304,toop clip tayara mta3 m3almia,4.0
305,tasma3ha mara loula t3awedha maghir ma toch3or,3.0
306,ma7leeha leghneya bravo,3.0
307,ma7leeha bravo,3.0
308,héyel barcha,3.0
309,hadheka 7al eli y7eb b9albou,3.0
310,clip 7lou w l parole yeser 7louwine bravo lawled ena 3jebni bendirman fi style hedha w fahmi yeser soutou 7lou just détail vue moch ndhifa fi 9a3dine fou9 trottoir miselech n9oulou bch twali 5edmetna,4.0
311,3andi se3a w eni nasma3 fel ghneya wn3awed chapeau bas lel klem,4.0
312,berasmii raw3aa,3.0
313,bravo men a9wa m tla3 fi tounes y j adore,4.0
314,yay la7mi 9ach3er,3.0
315,lclip msawar f tunes les paysages yeesr ma7lehom,4.0
316,7lowa,3.0
317,el view from top,4.0
318,bravo 4oneya 3almya ne salmli 3al botya,3.0
319,bravoo tayara l8naya awel 5dma fi touns bahia ahou el fan wala lw7 zaid m3ek bandour,3.0
320,bravoo bravoo bravoo kathroulna ml ghnyet l7lwa w l5dema lhylaa,3.0
321,nhar kol nesma3 feha w n3awed to9tell 3 3 3,3.0
322,au moin fma des artistes tunisiens yefhmou 7ja esmha musique berrasmi haja tfatta9 gj and move on bendirman,4.0
323,ghneyaa 3alamiyaa,3.0
324,vrt paroles w clip yfat9ou bravo bendir men fahmi riahi nnetmana lik lmout ki temchi l4iri matafra7 w matahna ken biya nmatazha lik layem ken fi 5iri haka wala 5alli tafna eddnya allah yssem7hek w ydelek paroles 9wey ltawa fi mo5i,4.0
325,bravo bravo bravo nma7laa 5idmetkom,3.0
326,clip moch aady aman,3.0
327,mwaher frr,3.0
328,raw3a,3.0
329,voodoochileish je pense pas 9talha rahou ça se passait seulement dans sa tête sinon rahou sawrouh en taule ce so that descent sémiologiques,4.0
330,vraimentt superr 3 3,1.0
331,tadhrab fel galb,3.0
332,good job berjoliya i like it,4.0
333,ma7lèha lghneya j aime 3al e5er,3.0
334,chbiha baya zardi chqalet,3.0
335,mala e7sés borjouleya yéser tfata9 5atarha baswatkom,3.0
336,allah yesam7ak 3 je ne peux pas arrêter de l écouter c une merveille,4.0
337,parfaite bravo,1.0
338,ken lclip tayer,3.0
339,atawarna fil qualite mais eltawa manech 3arfin nrakbou klem 3la clip tayara bes7i7 en tout cas bn travail,4.0
340,el ghonneeya tahfouna yesser,3.0
341,j adoore dédicace l baya zardi hh,4.0
342,ghneya touchante w tesst7a9 njeh mel kalimet wel musiqua wel les acteurs l fekra w kol chyee raw3aa,4.0
343,tahfouna aale5er le8neya j adore,4.0
344,lezemha cover acoustic,4.0
345,bravo ma7laha,3.0
346,top ya3tik sa7a bairem,3.0
347,chkoun 9bal 100 vu kifi,3.0
348,yaww tofla tgtl mnin jbtoha raw tfarjt vidéo clips 5 khatrat wmakhaltnih nrakz 3la chanson,3.0
349,franchement clip mouch norml bravo bendirman 3mal l8naya soutek impecabl et je l aime bien le clip,4.0
350,bravo bravo bravo clip yfata9 w 8oneya yeser 7louwa l acteur eli fel clip ychebeh barcha lel chanteur algérien slimane,4.0
351,walwal jeje oui oui ychebehlou nn,4.0
352,raw3aa raw3aa raw3aa vraiment mravoo momathlin raw3a ikhraj rawa3a w kalimatt ta9simhom binatkom raw3a bravoo mercii li 3amal ra9i hadhaa aman 5amo fi film mezyann ya7ki 3ala 9isas la7lowa kif hadhii sma3tha yji 100 mara machba3tichh,4.0
353,hani n7adhrlha fi remix mezyena yzid i7aliha,3.0
354,yoked ahsen fanen fk tounes 3,3.0
355,basmet sal7 lforzit wath7a fl 8oneya w l m fhemch ymchi yasm3 janna w atrafek nar,3.0
356,meshi 3adeyaa,3.0
357,il clip w il ghneyaa toopp,3.0
358,mala naser yatlaa menek,3.0
359,3 grand bravoo 3 hadha l fann,3.0
360,yeser 7loua en fin fama haja tetesma3 f tounes 7achetna b khedma kima haka bravoo,3.0
361,mouzika mouzika jdida w 9wya,3.0
362,ranim rani fama ba3ed roumdhan enchallah,3.0
363,haw fama hbat lberah,3.0
364,waaw trees pro mais mafhemtch aleh 9talha hh,4.0
365,bayrem bravo que tu franchi un nouveau style manich pro béch no7kim mais tu essai de changé par contre les autres k7,4.0
366,clip yesser mezyen,3.0
367,eyh khouya ontjou khali wehed yansa kal ham mtaa cho9ou do9ou wel boteya w bezg ellif,3.0
368,ena bidi wallah mana3ref 3leh nhar kemel nesma3 fiha en boucle hh,4.0
369,tayar 3ali5er el 4onaya,3.0
370,aman méhich tayara el 8oneya kilmtin yit3awdou ama clip yesser mahleh réalisation top,4.0
371,yesser ma7leha goneya w 3jebni bendir man f oumour jedia ki 9al ndemt 3al 3arek f les plateaux w niveau etaya7 bravo,4.0
372,raw3aa 5edma tayaraa bravoo,3.0
373,tfataa9 3 3 3 3,3.0
374,clip w ghneya mo3abrin,3.0
375,3ejbetnii 3al le5eer 3 bravoo nfoort,4.0
376,bessah bravo,3.0
377,bravo clip ta7foun w klem 7lwo n,3.0
378,yecer hloua,3.0
379,bravo belle chanson walah bravo,4.0
380,les paroles extraordinaire bon contunuation sout tayara,4.0
381,ibde333 3,3.0
382,enfin kkinaa haja tosleh bravo,4.0
383,cliip heyeel,3.0
384,love it formidable comme d hab bayrim o fahmi,4.0
385,3 yeser benna 3 bravo,3.0
386,mimi chocolat est ce que tu pourrais me dire ça parle de quoi sltp,1.0
387,selin aydas elle a trahit son amant et il parle de sa souffrance sans elle,4.0
388,hathi clippet w hathi aghani 3 3 mech bottia w twarri nwarri chanson et video clip simples et classes bravo pour les acteurs zeda,4.0
389,yesser tayara bravoo nma7leha lahjetna,3.0
390,ahla bendir,3.0
391,bravo awel ghnaya tounseya nkamalha lele5er,3.0
392,bravo vraiment yasser 7lowa abda3tou fiha,3.0
393,tenja7 3alle5er,3.0
394,thebeul beelhaak bravo,3.0
395,thbeul belhaak bravo,3.0
396,enti elbeb wena wlfala hlouwa hh,3.0
397,bravoo min ahla ma smaaet,3.0
398,bednya 4onya,3.0
399,khedma mouch aadeya nconseil,4.0
400,yeser tayara ada2 sout kelemet raw3a tres touchante,4.0
401,heyil,3.0
402,mahleeh fort aalkhr 3 3 3 3 3,3.0
403,baya zardi mo8yara 3alle5r l8neya to9999tel 3alle5r kmml hakka bendir tal3a 3lik w 7loua brcha w ma7leh sout fahmii brv brv brv j aime bien,4.0
404,benna,3.0
405,a3ml ghoneya m3a gga 3,3.0
406,bravo bayram w fahmii,3.0
407,ma7lehom el kalimet haja jdida fi tunis nchalah dima twedona bhaja tnawer el galb kif haka,3.0
408,ta7founa,3.0
409,bravô 7aja jdida w mezyena bon continuation,4.0
410,haja top 3 khedma tayyara nshallah dima haka bayrem,3.0
411,video wa3er music wa3ra,3.0
412,5edma mezyana barcha bravoo wlh,3.0
413,cliip daloul,3.0
414,mouzika chbeba w klem 7low,3.0
415,this song is addictive can t stop listening since this morning nbravo lawled,4.0
416,bravo ghneya mezyena yeser,3.0
417,yacine jouini hahahahah ya9wa alik rabbi hh,3.0
418,hh 7ata tofla ttzlt zaltan,3.0
419,hh oui très charmant yfata9,4.0
420,lyrics blhy rahi berrasmi tayara,4.0
421,bravoo yeser yeser ma7leha keep up m3allem,4.0
422,saha m3alm dima m3ak nfrom soussa 3,3.0
423,mezyena,3.0
424,bravo tres bon niveau bonne continuation,1.0
425,raw3a,3.0
426,beraasmii to9teel amaan ahsen ghneya smaathaa tokteel tokteel tokteel 3,3.0
427,khedma tayara barcha bravoo,3.0
428,finally a song fy trending mo7tarema w tetsama 8onaya bel79 mech ba3ed akel tafahet bravo au moins wa7ed fyh le5er,4.0
429,yar7am el om eli jébéték hahahhaha gétlouna wléd el kalb,3.0
430,kol chy yedawa5,3.0
431,j aime e9bal manesma3 hmeta fi baya zardi coming bro oumour jediya,4.0
432,8neya mahleha clip mahleh w couple mahleh w ya3ref ymathel on dirait couple bilha9 j adoore 5edma mahleha bravo,4.0
433,il clip yesir ta7foun 3,3.0
434,bravoo,1.0
435,mela chnawa tha9afa sidi khouya,3.0
436,hmd l9tha bravo hh,3.0
437,breesmi bravo m kalimet l jeu de clip l kolchy,4.0
438,yeser tayara lghneya wel clip awel mara te3jbni haja kima haka continue,4.0
439,wwaaww raww3aa bravoo elii jii men oumour jediia ya3mel liikk,3.0
440,hahaha w eni zedaa,3.0
441,bravoo hethi ahsen ghneya ghaneha bendir man w clip tayara bravoo encore,4.0
442,hayla,3.0
443,raw3a,3.0
444,inti wel 8onya zouz 3al ma7lkom hh,3.0
445,in love nel couple yfat9ouu,4.0
446,ghneya hlowa brsha,3.0
447,awel mara te3jbni haja fi tounes bekhlef el rap good job bayrem nshallah dima l9odem,4.0
448,bravo wlh il faut toujours changer n5edmett les clash ma3andha wine twassell 3,4.0
449,ghnaya trés touchante w allah ysam7ek w ydinlak y,4.0
450,borjouleya tayara barcha bon continuation bendir man wou fahmi awel marra te3jebni ghneya tounseya haka,4.0
451,merci 3al ghneya el mezyena hathi vraiment mercii 3,4.0
452,toop 7aja ndhifa est touchante,4.0
453,tres original bravo bendir,1.0
454,kapanga prod ti tefhemm 7aja heki brabi,3.0
455,bravoo hakka twensa baldia chnwa ynajmo ya3mlo,3.0
456,hh nfathlk,3.0
457,ghnaya mliha bzf bzf clipe ndif wmlih wles paroles aussi mlah mn dzair keep up kho,4.0
458,tayra bravo,3.0
459,mesrati achref wallah kont da5el bech n9ollo 3lih nal9ak sba9tni kifech yetnsa el kartha weld nahdi,3.0
460,w tawa zidohom jiji show,3.0
461,zidhom weld awatef,3.0
462,ala ayari yar7am weldiik,3.0
463,rabii ifadhlek y al kho,3.0
464,meryem hbii hh khater ma ritech khiyena ena fl clip ybenou yhebou b3adhhom,3.0
465,non ma5anntouch l clip ya7ki 3a rajel mriidh ichok barcha hawka fl le5er 9alha sama7ni bkitek,4.0
466,elli ya3mel abonnè lel chaine mta3y tarja3lou 3 et merci,4.0
467,elly ya3mel abonnè lel chaine mta3y tarja3lou et merci 3,4.0
468,khouloud agga 9talha fel imagination mte3ou,4.0
469,billehi saybouhom lazim t3arkou 7ata s7ab fi b3athom bravo yal bendir wassil,3.0
470,7ata ena c est la même chose yesser 3ijbitni 3,4.0
471,tayer bravo,3.0
472,toop aale5er bravo,3.0
473,raykom fi el vidio mt3i el la5reni,3.0
474,3la ana clip te7ki,3.0
475,awel mara t3jbnk 8neya tounsiya,3.0
476,bravoo chkoun kifi 9aad yestana feha meli taadet f oumour jedia,3.0
477,tik saha bravo,3.0
478,hobi nit3arfou,3.0
479,yosr barkia nchkoun mil prepa,3.0
480,vayne wenti chkoun zeda,3.0
481,hahaha ya mar7ba,3.0
482,elli ya3mel abonnè lel chaine mta3y tarja3lou 3 et merci,4.0
483,elly ya3mel abonnè lel chaine mta3y tarja3lou et merci 3,4.0
484,5edma masaretch fy tounes bravo,3.0
485,so cute haja jdida,4.0
486,to7fa,3.0
487,en boucle beau travail bendirman ou bayrem kima theb enti hh nbeau travail aussi fehmi riahi nc vraiment du lourd,4.0
488,tayara 3ale5er bravoo,3.0
489,saha fréro,3.0
490,7louya barsha bravo 3,3.0
491,hedha el 20h mte3ek si bayrem hh,3.0
492,ama khedma chbeba ou bravo ou nchallah todhreb chmeta faka el mastaa,3.0
493,thaabbel zah en boucle,3.0
494,gerha barcha y3jbny bendir f romantic w 3jbtny barcha partie taa fahmi tbarkallah alikom zouz khedma chbeba n,3.0
495,ya3tik sa7a 7loua yeser,3.0
496,barchaa fan w sout mèzyén bravo sabri,3.0
497,ftou9,3.0
498,barcha fan,3.0
499,7louwa,3.0
500,ma3lem ghenya mezyzna barcha fekert l clip concept jedid class we chebeb 7aja jedida bravo tt equipe,4.0
501,vraiment ibda3 3 men a7san l artistouat fi tunis 100 hardwork,4.0
502,mariem dhouib 3almou el mas2oulia,3.0
503,7lowa 3,3.0
504,ya3tek esa7a,3.0
505,m3allem wlh,3.0
506,bab bab bab,3.0
507,barcha fun,4.0
508,mich normal kifech aamalt ha si rafik,4.0
509,la classe f kol chy ha rajel mouch nrml,4.0
510,nouba bravo un feuilleton qui m a vraiment marqué,1.0
511,yst7a9ha,3.0
512,oh rou3a abd lahmid bouchna9 wlah rzana w 5edma mzyena quelqu un 3arf win y7ot sa9ih,3.0
513,maalem bouhmid tma9ses aalih,3.0
514,bravo mosalsel mch 3adi ena wallah tabba3tou 3l you tube w kammaltou l bare7 mch normal 9addech fih mn variation d emotions w 9addech fih mn recherches 3la detailles sghar el epoque t3addet 20 ans les personnages t9oulech 3lia kont nchoufehom 9oddemi ch bch na7ki 3l casting l momathlin ychebbehou lel personnages elli la3bouhom awel marra guess rou7i 3ayech fi mosalsel ychabbeh lettwensa ml 7wem 3arbi m sahriet w jaw w mashakel l 7wem l 3arbi bochna9 w l equipe mte3 ennouba nasswena fi mosalsalet mfabrka ma tchabbahch lettwensa chapeau bas abddlhmid bou hna9 fannen w mnin hek l 3rayef mn hel chojra artist weld artist malgrais elfann ma yetwarethech und autre fois bon courage,4.0
515,bravo abdelhmdid bounek,4.0
516,you deserve it mabrouk alik w nestannew fi haja ma khir aam ejjey,4.0
517,nouba a7sen mousalsel howa w mayestro,3.0
