,text,label
127,meriem a forte personnalité je t en courage,1
128,hassen souidi iheb mbarki normalement,3
129,tounes ya tounes,3
130,inti w nawfil,3
131,nhabha bezaf,3
132,hahaha yar7em weldik ya naoufel,3
133,maryouma je t adore 7ab ihantlik mais bravo t forte bravo ma belle,3
134,vous avez raison,1
135,elle parait franche je trouve qu elle n est pas hypocrite,1
136,wlahi nhebk,3
137,maou san3oha fi 9anet 9,3
138,walah jawi behy,3
139,honnetement dhahra 3a9la w khatiha sakhfetni dhaher 3anet m nes,3
140,ena melli choftha awel me dhohret fel tv wel nes lkoll y attakiw feha mais kont dima n7ess li heya au fond tofla 7nina w malgre lebes 3leha mais bent baballah melezemch no7kmou 3al nes belli nchoufouh mais t3allmou 7essou chwaya taw ta3rfouh el ensen au fond chnoua,3
141,nhesha sad9a fi kol chay,3
142,ta3mel apparance bch liboite litemchilha tet3raf li hiya tasher feha c d la pub en bref,3
143,merci y3aychekk,4
144,menıch bech nseb nawfel malgré nakrhou maıs cette foıs ci tla3 rajel w sla5ha b bous3ada,3
145,ta raison,1
146,bravo très juste,1
147,bey klemek 3jebni oui es7i7 eli 9olto,3
148,eli 3ejbetou el commentaires ya3mel abonnée fi chaîne mte3i,3
149,exactement,1
150,yalum rabi,3
151,maryouma inhbk,3
152,s me nn khali 3lik rabi yahfdek,3
153,bravo meriem,1
154,yar7em bouk y a nawfel,3
155,ena j adore mariem dabegh,4
156,mehech mridha,3
157,hh 7nina ena bidi 7nin w galbi abyedh,3
158,secret y3tk alf saha,3
159,el mra hedhi bech inla5asha fi kelma ne9sa 5ebra ou 3morha mabetet ji3ana ama 3la neyatha barcha hetheka elli ye3jebni feha yeser cute elli fi 9albha 3la lsenha,3
160,bravo nawfel,1
161,uii hnina w tayba mai 9owetha matbayanch,3
162,vraiment marjeelha 9adeh habitha wallah behya barchaa nes ghalta feha,4
163,mc ok,2
164,video t9oul ma3moul bedhema lel ghneya 5edma 3alameya,3
165,taaml aleha kif wlh,3
166,waaw,3
167,chkoun mazel yasma3 feha,3
168,bravo,1
169,bayrem ya sahbi ya ghali vive la tunisie,3
170,5edma zaboura sa7bi yaatik esa7a,3
171,ait mouheb même ana makhalitkch w tu c que tu es mon cœur,3
172,top ma7leereha,4
173,lahmi 9ach3er,3
174,ya3tikoum sa7a bravo,3
175,j adore,1
176,konty dweeya,3
177,super star you are the future of music in tunisia,2
178,la meilleure wallahh bravo ama cha3b yheb leghna lemthara7 ya lili ya hmama taret ghna chlayek hetha yanjah mech hethi classe et calme,4
179,etofla tchabah el tokyo fi casa just ch3arha twil,3
180,photographe tayara barcha,3
181,bientôt les 3m vues je l écoute en boucle jour et nuit ahssen ghneya tounsia,4
182,5edma yesser mezyena i can t stop listening,3
183,clip yesr tayara,3
184,rawa3aa bzff keep going,4
185,vraiment bravo fahmi et bendirman j adoore,1
186,barvoo tik sa7,4
187,bravo bendirman bravo fahmi,4
188,tt court c trop agreable nmille fois entendu w jamais 9la9t mnha liike it so much,4
189,toop,2
190,bravoo fahmii brqvo,1
191,rkeecht lenna enaa tawa hani nestanna fi mardi lel vrs 2,3
192,7louwa barcha bsaraha bravo à vous,3
193,partie 2 wa9tech,4
194,twahachtek yasmine barcha,3
195,toopp 1 mois et d ecoute,1
196,nice,2
197,haytt,3
198,braavoo,1
199,j adore un grand bravo,1
200,bon mouzica hlowwa clip tayyara el klem mouch laka el koll sinon bon travail,4
201,bravo from paris,2
202,alesh me taamloush musique b rythme w style hedha haja pure,4
203,elli tmathel fl clip tchaabbah l tokyo mtaa la casa de papel,4
204,may beya zardi kalet mouch bech yshoufa hadd,3
205,j adoore,1
206,bendir man jameayaa zeyd,3
207,techbah l tokyou ta3 la casa de papel,3
208,bravoo,1
209,waw yesser mahleha la chanson jaddore il fikra mta3 clip w lahn mta3 chanson tres simple et tres proche du coeur bravvo,4
210,ayayayy yesser top l arrangement,4
211,hbeell jdgh,3
212,2018 mazelt nesma3 fihaa,3
213,toop wlaah,3
214,nasmaeha f nhaar b 8 marat naaez zuz kamlu haka aaman,3
215,tfatta9 bravo,4
216,bravo dima nasma3 fiha 7atta fi 5edma,3
217,chkoun mazel yesma3ha,3
218,maalemm wlh bravo,3
219,ma7leha,3
220,il song w kelimet amazingg and il couple aman yfatt9ou aamloulhom film amaan,4
221,bravo benderman,1
222,yaa m3alleem,3
223,les paroles belehi,4
224,bravo bravo bravo meli 5arjet w ena modemna aaliha l8neya vraiment haja waaw,4
225,7louwa mink continue,4
226,hmdd lkiitha,3
227,thaabel el ghoneya bravo,4
228,mouche 5aybaa behiiya,3
229,aalamiya 3,3
230,un grand bravo,1
231,kifek admet 3leha,3
232,idk why nab9a narj3lha lghneya kol periode,3
233,bravoo 3ejbetni barcha la8nya bravo mara o5ra,4
234,bravoo 3,4
235,3alem e5er,3
236,le 21 août el ghneya 3awedha ta9rib 200 mara,3
237,en boucle nasma3 kol kelma tadhrabni fi 9albi bravo 5edma raw3a,3
238,bravoo,1
239,5edma tayyara bravo,4
240,bravo,1
241,7lowaa el mouzikaa,3
242,bendirman bravo 5edma chbeba,4
243,haw el fann,3
244,s7an mermez,3
245,ghneya tenja7 aalkher nkeep goin nclip tayara aalkheer,4
246,ghneya tayara,3
247,fahmi riahi soutek 3saal 3,3
248,yesser itire bech twali référence l4neya ena we7ed min ness chi5te n 3leha,3
249,bravo bendirman ghnaya yasser hloua,3
250,birjoliya mizyan barcha bravoo ily 5idmouh 3,4
251,thabell bonne continuation,4
252,raw3a bravo,4
253,m7leha il tofla mt3 il clip tbaki hh y a jmaa chkoun idabarli noumrouha,3
254,kima w3edtkom 3maltlha remix itiir,3
255,bravo mouch normal titre mezyen aussi ken tnagm thabtelna les paroles,4
256,hadi ghouniya ahlouwa bezaf au fi 2jour sama3eha 200 mara bravo berasmi chebaba barcha,4
257,aakwa ghoneya 2017,3
258,ghneyaa mouch aadeyaa,3
259,bravoo,1
260,clip ytir braboo fahmi w bendirman nasma3ha kol youm 10000 maraa bravoo,3
261,yeser tayara l4neya bravo,3
262,a9wa 8neya tounsia top 3,3
263,7abitha,3
264,chdakhalha bayya fahmouni,3
265,braavoo sabrii o bendiir,3
266,5dma 9weya sa7bi,3
267,tenja7,3
268,mahleha l ghneya w l clip 3,3
269,elli ya3mel abonnè lel chaine mta3y tarja3lou et merci 3,4
270,bravo,1
271,j adore vraiment c est une belle chanson waaw nasma3 fiha kol la7dha,4
272,el fan el s hiih,3
273,toopp,1
274,maalem,3
275,bravoo,1
276,bech tfat9 etalvza etounsia etofla,3
277,bravo 8aneya chabouba w 5edma 7lowa wsalemli 3la bayya zardii hh,4
278,tayara barcha,3
279,nesma7a mlyoun marra leghenya fel nhar,3
280,ektoulna lyrics louta aman,3
281,fi wa9t ha 3,3
282,yar7am waldik wa7ed nadhef wethnih b ghnaya 7lowa,3
283,vraiment tfata9 bravo 3 haw l fann,4
284,trop classe bravo lawled,4
285,3alemeya kol youm nasmaaha 3 3 3 3,3
286,waaw vraiment braavoo,1
287,vraiment lghnaya ta3betnii raw galbii youja3nii ki nasma3ha au meme temps mesta7lya louji3a waletli drug amaan ma3adech teghib w ma3adch t9os 3al ghne blkol,4
288,tmanit ken 5arej album haka amazing prod,4
289,mahlehom les couples surtt tfool hh,3
290,c bien wlh j adore,4
291,nty w hassen doss mn ahsn etwensa i ghnehom yaajbni 3 3 3 keep on chmeta f nabara 3 3 3 3 3 3,3
292,bravoo,1
293,hmd 8neya touniya tosla7 finally,4
294,bravo,1
295,clip ittir 3,3
296,bravoo,1
297,bon contention fahmi vraiment topp soutk raw3a j adoré,4
298,le8naya hathia w 8nayet ya bay3etni salah farzit mayb3douch 3la ba3thhoum,3
299,bravo il intaj il tounsi kaad yithassan just keep on,4
300,bravoo tayara el 4anaya,4
301,ahsen masmaat layamet hedhyy,3
302,khedma tayaraa barcha parole wtamthil wghna enfin l9ina mouzika tet7as,4
303,bsara7a ma7leh l clip 3alle5er 3jabni le maximum la7keya mta3 la8néya 7asitha réel w l couple réel aussi mais chtar leklem mahouch mafhoum,4
304,toop clip tayara mta3 m3almia,4
305,tasma3ha mara loula t3awedha maghir ma toch3or,3
306,ma7leeha leghneya bravo,3
307,ma7leeha bravo,3
308,héyel barcha,3
309,hadheka 7al eli y7eb b9albou,3
310,clip 7lou w l parole yeser 7louwine bravo lawled ena 3jebni bendirman fi style hedha w fahmi yeser soutou 7lou just détail vue moch ndhifa fi 9a3dine fou9 trottoir miselech n9oulou bch twali 5edmetna,4
311,3andi se3a w eni nasma3 fel ghneya wn3awed chapeau bas lel klem,4
312,berasmii raw3aa,3
313,bravo men a9wa m tla3 fi tounes y j adore,4
314,yay la7mi 9ach3er,3
315,lclip msawar f tunes les paysages yeesr ma7lehom,4
316,7lowa,3
317,el view from top,4
318,bravo 4oneya 3almya ne salmli 3al botya,3
319,bravoo tayara l8naya awel 5dma fi touns bahia ahou el fan wala lw7 zaid m3ek bandour,3
320,bravoo bravoo bravoo kathroulna ml ghnyet l7lwa w l5dema lhylaa,3
321,nhar kol nesma3 feha w n3awed to9tell 3 3 3,3
322,au moin fma des artistes tunisiens yefhmou 7ja esmha musique berrasmi haja tfatta9 gj and move on bendirman,4
323,ghneyaa 3alamiyaa,3
324,vrt paroles w clip yfat9ou bravo bendir men fahmi riahi nnetmana lik lmout ki temchi l4iri matafra7 w matahna ken biya nmatazha lik layem ken fi 5iri haka wala 5alli tafna eddnya allah yssem7hek w ydelek paroles 9wey ltawa fi mo5i,4
325,bravo bravo bravo nma7laa 5idmetkom,3
326,clip moch aady aman,3
327,mwaher frr,3
328,raw3a,3
329,voodoochileish je pense pas 9talha rahou ça se passait seulement dans sa tête sinon rahou sawrouh en taule ce so that descent sémiologiques,4
330,vraimentt superr 3 3,1
331,tadhrab fel galb,3
332,good job berjoliya i like it,4
333,ma7lèha lghneya j aime 3al e5er,3
334,chbiha baya zardi chqalet,3
335,mala e7sés borjouleya yéser tfata9 5atarha baswatkom,3
336,allah yesam7ak 3 je ne peux pas arrêter de l écouter c une merveille,4
337,parfaite bravo,1
338,ken lclip tayer,3
339,atawarna fil qualite mais eltawa manech 3arfin nrakbou klem 3la clip tayara bes7i7 en tout cas bn travail,4
340,el ghonneeya tahfouna yesser,3
341,j adoore dédicace l baya zardi hh,4
342,ghneya touchante w tesst7a9 njeh mel kalimet wel musiqua wel les acteurs l fekra w kol chyee raw3aa,4
343,tahfouna aale5er le8neya j adore,4
344,lezemha cover acoustic,4
345,bravo ma7laha,3
346,top ya3tik sa7a bairem,3
347,chkoun 9bal 100 vu kifi,3
348,yaww tofla tgtl mnin jbtoha raw tfarjt vidéo clips 5 khatrat wmakhaltnih nrakz 3la chanson,3
349,franchement clip mouch norml bravo bendirman 3mal l8naya soutek impecabl et je l aime bien le clip,4
350,bravo bravo bravo clip yfata9 w 8oneya yeser 7louwa l acteur eli fel clip ychebeh barcha lel chanteur algérien slimane,4
351,walwal jeje oui oui ychebehlou nn,4
352,raw3aa raw3aa raw3aa vraiment mravoo momathlin raw3a ikhraj rawa3a w kalimatt ta9simhom binatkom raw3a bravoo mercii li 3amal ra9i hadhaa aman 5amo fi film mezyann ya7ki 3ala 9isas la7lowa kif hadhii sma3tha yji 100 mara machba3tichh,4
353,hani n7adhrlha fi remix mezyena yzid i7aliha,3
354,yoked ahsen fanen fk tounes 3,3
355,basmet sal7 lforzit wath7a fl 8oneya w l m fhemch ymchi yasm3 janna w atrafek nar,3
356,meshi 3adeyaa,3
357,il clip w il ghneyaa toopp,3
358,mala naser yatlaa menek,3
359,3 grand bravoo 3 hadha l fann,3
360,yeser 7loua en fin fama haja tetesma3 f tounes 7achetna b khedma kima haka bravoo,3
361,mouzika mouzika jdida w 9wya,3
362,ranim rani fama ba3ed roumdhan enchallah,3
363,haw fama hbat lberah,3
364,waaw trees pro mais mafhemtch aleh 9talha hh,4
365,bayrem bravo que tu franchi un nouveau style manich pro béch no7kim mais tu essai de changé par contre les autres k7,4
366,clip yesser mezyen,3
367,eyh khouya ontjou khali wehed yansa kal ham mtaa cho9ou do9ou wel boteya w bezg ellif,3
368,ena bidi wallah mana3ref 3leh nhar kemel nesma3 fiha en boucle hh,4
369,tayar 3ali5er el 4onaya,3
370,aman méhich tayara el 8oneya kilmtin yit3awdou ama clip yesser mahleh réalisation top,4
371,yesser ma7leha goneya w 3jebni bendir man f oumour jedia ki 9al ndemt 3al 3arek f les plateaux w niveau etaya7 bravo,4
372,raw3aa 5edma tayaraa bravoo,3
373,tfataa9 3 3 3 3,3
374,clip w ghneya mo3abrin,3
375,3ejbetnii 3al le5eer 3 bravoo nfoort,4
376,bessah bravo,3
377,bravo clip ta7foun w klem 7lwo n,3
378,yecer hloua,3
379,bravo belle chanson walah bravo,4
380,les paroles extraordinaire bon contunuation sout tayara,4
381,ibde333 3,3
382,enfin kkinaa haja tosleh bravo,4
383,cliip heyeel,3
384,love it formidable comme d hab bayrim o fahmi,4
385,3 yeser benna 3 bravo,3
386,mimi chocolat est ce que tu pourrais me dire ça parle de quoi sltp,1
387,selin aydas elle a trahit son amant et il parle de sa souffrance sans elle,4
388,hathi clippet w hathi aghani 3 3 mech bottia w twarri nwarri chanson et video clip simples et classes bravo pour les acteurs zeda,4
389,yesser tayara bravoo nma7leha lahjetna,3
390,ahla bendir,3
391,bravo awel ghnaya tounseya nkamalha lele5er,3
392,bravo vraiment yasser 7lowa abda3tou fiha,3
393,tenja7 3alle5er,3
394,thebeul beelhaak bravo,3
395,thbeul belhaak bravo,3
396,enti elbeb wena wlfala hlouwa hh,3
397,bravoo min ahla ma smaaet,3
398,bednya 4onya,3
399,khedma mouch aadeya nconseil,4
400,yeser tayara ada2 sout kelemet raw3a tres touchante,4
401,heyil,3
402,mahleeh fort aalkhr 3 3 3 3 3,3
403,baya zardi mo8yara 3alle5r l8neya to9999tel 3alle5r kmml hakka bendir tal3a 3lik w 7loua brcha w ma7leh sout fahmii brv brv brv j aime bien,4
404,benna,3
405,a3ml ghoneya m3a gga 3,3
406,bravo bayram w fahmii,3
407,ma7lehom el kalimet haja jdida fi tunis nchalah dima twedona bhaja tnawer el galb kif haka,3
408,ta7founa,3
409,bravô 7aja jdida w mezyena bon continuation,4
410,haja top 3 khedma tayyara nshallah dima haka bayrem,3
411,video wa3er music wa3ra,3
412,5edma mezyana barcha bravoo wlh,3
413,cliip daloul,3
414,mouzika chbeba w klem 7low,3
415,this song is addictive can t stop listening since this morning nbravo lawled,4
416,bravo ghneya mezyena yeser,3
417,yacine jouini hahahahah ya9wa alik rabbi hh,3
418,hh 7ata tofla ttzlt zaltan,3
419,hh oui très charmant yfata9,4
420,lyrics blhy rahi berrasmi tayara,4
421,bravoo yeser yeser ma7leha keep up m3allem,4
422,saha m3alm dima m3ak nfrom soussa 3,3
423,mezyena,3
424,bravo tres bon niveau bonne continuation,1
425,raw3a,3
426,beraasmii to9teel amaan ahsen ghneya smaathaa tokteel tokteel tokteel 3,3
427,khedma tayara barcha bravoo,3
428,finally a song fy trending mo7tarema w tetsama 8onaya bel79 mech ba3ed akel tafahet bravo au moins wa7ed fyh le5er,4
429,yar7am el om eli jébéték hahahhaha gétlouna wléd el kalb,3
430,kol chy yedawa5,3
431,j aime e9bal manesma3 hmeta fi baya zardi coming bro oumour jediya,4
432,8neya mahleha clip mahleh w couple mahleh w ya3ref ymathel on dirait couple bilha9 j adoore 5edma mahleha bravo,4
433,il clip yesir ta7foun 3,3
434,bravoo,1
435,mela chnawa tha9afa sidi khouya,3
436,hmd l9tha bravo hh,3
437,breesmi bravo m kalimet l jeu de clip l kolchy,4
438,yeser tayara lghneya wel clip awel mara te3jbni haja kima haka continue,4
439,wwaaww raww3aa bravoo elii jii men oumour jediia ya3mel liikk,3
440,hahaha w eni zedaa,3
441,bravoo hethi ahsen ghneya ghaneha bendir man w clip tayara bravoo encore,4
442,hayla,3
443,raw3a,3
444,inti wel 8onya zouz 3al ma7lkom hh,3
445,in love nel couple yfat9ouu,4
446,ghneya hlowa brsha,3
447,awel mara te3jbni haja fi tounes bekhlef el rap good job bayrem nshallah dima l9odem,4
448,bravo wlh il faut toujours changer n5edmett les clash ma3andha wine twassell 3,4
449,ghnaya trés touchante w allah ysam7ek w ydinlak y,4
450,borjouleya tayara barcha bon continuation bendir man wou fahmi awel marra te3jebni ghneya tounseya haka,4
451,merci 3al ghneya el mezyena hathi vraiment mercii 3,4
452,toop 7aja ndhifa est touchante,4
453,tres original bravo bendir,1
454,kapanga prod ti tefhemm 7aja heki brabi,3
455,bravoo hakka twensa baldia chnwa ynajmo ya3mlo,3
456,hh nfathlk,3
457,ghnaya mliha bzf bzf clipe ndif wmlih wles paroles aussi mlah mn dzair keep up kho,4
458,tayra bravo,3
459,mesrati achref wallah kont da5el bech n9ollo 3lih nal9ak sba9tni kifech yetnsa el kartha weld nahdi,3
460,w tawa zidohom jiji show,3
461,zidhom weld awatef,3
462,ala ayari yar7am weldiik,3
463,rabii ifadhlek y al kho,3
464,meryem hbii hh khater ma ritech khiyena ena fl clip ybenou yhebou b3adhhom,3
465,non ma5anntouch l clip ya7ki 3a rajel mriidh ichok barcha hawka fl le5er 9alha sama7ni bkitek,4
466,elli ya3mel abonnè lel chaine mta3y tarja3lou 3 et merci,4
467,elly ya3mel abonnè lel chaine mta3y tarja3lou et merci 3,4
468,khouloud agga 9talha fel imagination mte3ou,4
469,billehi saybouhom lazim t3arkou 7ata s7ab fi b3athom bravo yal bendir wassil,3
470,7ata ena c est la même chose yesser 3ijbitni 3,4
471,tayer bravo,3
472,toop aale5er bravo,3
473,raykom fi el vidio mt3i el la5reni,3
474,3la ana clip te7ki,3
475,awel mara t3jbnk 8neya tounsiya,3
476,bravoo chkoun kifi 9aad yestana feha meli taadet f oumour jedia,3
477,tik saha bravo,3
478,hobi nit3arfou,3
479,yosr barkia nchkoun mil prepa,3
480,vayne wenti chkoun zeda,3
481,hahaha ya mar7ba,3
482,elli ya3mel abonnè lel chaine mta3y tarja3lou 3 et merci,4
483,elly ya3mel abonnè lel chaine mta3y tarja3lou et merci 3,4
484,5edma masaretch fy tounes bravo,3
485,so cute haja jdida,4
486,to7fa,3
487,en boucle beau travail bendirman ou bayrem kima theb enti hh nbeau travail aussi fehmi riahi nc vraiment du lourd,4
488,tayara 3ale5er bravoo,3
489,saha fréro,3
490,7louya barsha bravo 3,3
491,hedha el 20h mte3ek si bayrem hh,3
492,ama khedma chbeba ou bravo ou nchallah todhreb chmeta faka el mastaa,3
493,thaabbel zah en boucle,3
494,gerha barcha y3jbny bendir f romantic w 3jbtny barcha partie taa fahmi tbarkallah alikom zouz khedma chbeba n,3
495,ya3tik sa7a 7loua yeser,3
496,barchaa fan w sout mèzyén bravo sabri,3
497,ftou9,3
498,barcha fan,3
499,7louwa,3
500,ma3lem ghenya mezyzna barcha fekert l clip concept jedid class we chebeb 7aja jedida bravo tt equipe,4
501,vraiment ibda3 3 men a7san l artistouat fi tunis 100 hardwork,4
502,mariem dhouib 3almou el mas2oulia,3
503,7lowa 3,3
504,ya3tek esa7a,3
505,m3allem wlh,3
506,bab bab bab,3
507,barcha fun,4
508,mich normal kifech aamalt ha si rafik,4
509,la classe f kol chy ha rajel mouch nrml,4
510,nouba bravo un feuilleton qui m a vraiment marqué,1
511,yst7a9ha,3
512,oh rou3a abd lahmid bouchna9 wlah rzana w 5edma mzyena quelqu un 3arf win y7ot sa9ih,3
513,maalem bouhmid tma9ses aalih,3
514,bravo mosalsel mch 3adi ena wallah tabba3tou 3l you tube w kammaltou l bare7 mch normal 9addech fih mn variation d emotions w 9addech fih mn recherches 3la detailles sghar el epoque t3addet 20 ans les personnages t9oulech 3lia kont nchoufehom 9oddemi ch bch na7ki 3l casting l momathlin ychebbehou lel personnages elli la3bouhom awel marra guess rou7i 3ayech fi mosalsel ychabbeh lettwensa ml 7wem 3arbi m sahriet w jaw w mashakel l 7wem l 3arbi bochna9 w l equipe mte3 ennouba nasswena fi mosalsalet mfabrka ma tchabbahch lettwensa chapeau bas abddlhmid bou hna9 fannen w mnin hek l 3rayef mn hel chojra artist weld artist malgrais elfann ma yetwarethech und autre fois bon courage,4
515,bravo abdelhmdid bounek,4
516,you deserve it mabrouk alik w nestannew fi haja ma khir aam ejjey,4
517,nouba a7sen mousalsel howa w mayestro,3
518,ma7leh wallah torbia w a5la9 yest7a9 kol 5ir w nouba berjoulia nestana fil part ii men taw w nchallah eli jay 5ir bonne continuation abdou,4
519,nouba w wled moufida ahsen zouz,3
520,testahel prix nobel ya abdelahmid nbravoo,4
521,maestro a7sen oi7ed ama zada nouva ifata9,3
522,yechbah l post malone,3
523,enfiin kol aam o awled moufida yekho f jaweyez nyezyy enfin hajaa khiir meno tal3et aam snee nbravo abed lahmid bouchnak t as fais un merveilleux travail,4
524,j attendais romthan awards min 20 romthan kif wfew lmousalselslet lkol 7abit nchouf chkoun meilleur acteur w chkoun meilleur feuilleton nouba top top numb one sna mala abd lahmid bouchnek artisto,4
525,mabrouukk tesst7a9ouuha wallah,3
526,mabrouuk nbien mérité,4
527,a7sin mn 9dhiya 460 w lmaistrou metfarajtch fih,3
528,sakura 3aychik 3zayza nchaĺla 3idek mabrouk w snin deyma ama ena nis2il fik ne5ou f rayik 5ater mazalit metfarajtch fih w nes lkol yochkrou fih 9olit à ce point 5ir mn 9adhiya 460 w lmaistrou,3
529,mchlh 3likk nmawhooba,3
530,ma7leha lbnaya w ma5af rou7ha,3
531,hh walah nebda nestana feha b d9i9a w draj,3
532,abonnée ee jeem3aa nhehb naakber chaîne,4
533,chab3a dahk hh,3
534,ahla haja faha lahjetha 3jbetni barcha tbrkla 3lih,3
535,m3alma,3
536,awel comedienne te3jebni f tounes bravo continue,4
537,hh yatehha saha,3
538,dhahra sel3a bent houma aarbi force force,3
539,mala k3baa xdd,4
540,thabil itofla,3
541,hh bravo bon koraje,4
542,world y weldi raw stand up mouch bedharoura hiya fel 79i9a haka,4
543,sada9ni 4amra barcha,3
544,nourmal enti,3
545,sa77it nour daassi mais ne parle plus trop rapidement et donne à chaque personnage que tu présente,4
546,bravvi,3
547,bant salyna wasli,3
548,jdid 5owya 9waya barcha,3
549,bravoo lwa7idaa ltfarhedd 3al9albb fihom,4
550,ktibet bilel missaoui ma3rouf how elli ken i3adher lektiba el karim maymna3ch elli 3andha mat9oul fi rou7ha ka stand up,4
