,text,label
121,hethi hia l nokadma lmilyena thakafa w zin w anaka l exemple de la femme tunisienne,4
122,yesser thkeya fanena fi ettaswik el klem fan w jamel w thke w taswik,3
123,el ouedi programme tayara tdhakartou haïfa kenet treeés jalouse m en farah,3
124,mahlaha,3
125,maryouma c est une belle femme w nhesek hnina love you meriem bon continuation w matasmaa klem hata wehed,4
126,ya sallouhhhhhhhha ya salyy hh,3
127,meriem a forte personnalité je t en courage,1
128,hassen souidi iheb mbarki normalement,3
129,tounes ya tounes,3
130,inti w nawfil,3
131,nhabha bezaf,3
132,hahaha yarhem weldik ya naoufel,3
133,maryouma je t adore hab ihantlik mais bravo t forte bravo ma belle,3
134,vous avez raison,1
135,elle parait franche je trouve qu elle n est pas hypocrite,1
136,wlahi nhebk,3
137,maou sanaoha fi kanet 9,3
138,walah jawi behy,3
139,honnetement dhahra aakla w khatiha sakhfetni dhaher aanet m nes,3
140,ena melli choftha awel me dhohret fel tv wel nes lkoll y attakiw feha mais kont dima nhess li heya au fond tofla hnina w malgre lebes aleha mais bent baballah melezemch nohkmou aal nes belli nchoufouh mais taallmou hessou chwaya taw taarfouh el ensen au fond chnoua,3
141,nhesha sadka fi kol chay,3
142,taamel apparance bch liboite litemchilha tetaraf li hiya tasher feha c d la pub en bref,3
143,merci yaaychekk,4
144,menıch bech nseb nawfel malgré nakrhou maıs cette foıs ci tlaa rajel w slakhha b bousaada,3
145,ta raison,1
146,bravo très juste,1
147,bey klemek ajebni oui eshih eli kolto,3
148,eli aejbetou el commentaires yaamel abonnée fi chaîne mteai,3
149,exactement,1
150,yalum rabi,3
151,maryouma inhbk,3
152,s me nn khali alik rabi yahfdek,3
153,bravo meriem,1
154,yarhem bouk y a nawfel,3
155,ena j adore mariem dabegh,4
156,mehech mridha,3
157,hh hnina ena bidi hnin w galbi abyedh,3
158,secret yatk alf saha,3
159,el mra hedhi bech inlakhasha fi kelma neksa khebra ou amorha mabetet jiaana ama ala neyatha barcha hetheka elli yeajebni feha yeser cute elli fi kalbha ala lsenha,3
160,bravo nawfel,1
161,uii hnina w tayba mai kowetha matbayanch,3
162,vraiment marjeelha kadeh habitha wallah behya barchaa nes ghalta feha,4
163,mc ok,2
164,video tkoul maamoul bedhema lel ghneya khedma aalameya,3
165,taaml aleha kif wlh,3
166,waaw,3
167,chkoun mazel yasmaa feha,3
168,bravo,1
169,bayrem ya sahbi ya ghali vive la tunisie,3
170,khedma zaboura sahbi yaatik esaha,3
171,ait mouheb même ana makhalitkch w tu c que tu es mon cœur,3
172,top mahleereha,4
173,lahmi kachaer,3
174,yaatikoum saha bravo,3
175,j adore,1
176,konty dweeya,3
177,super star you are the future of music in tunisia,2
178,la meilleure wallahh bravo ama chaab yheb leghna lemtharah ya lili ya hmama taret ghna chlayek hetha yanjah mech hethi classe et calme,4
179,etofla tchabah el tokyo fi casa just chaarha twil,3
180,photographe tayara barcha,3
181,bientôt les am vues je l écoute en boucle jour et nuit ahssen ghneya tounsia,4
182,khedma yesser mezyena i can t stop listening,3
183,clip yesr tayara,3
184,rawaaaa bzff keep going,4
185,vraiment bravo fahmi et bendirman j adoore,1
186,barvoo tik sah,4
187,bravo bendirman bravo fahmi,4
188,tt court c trop agreable nmille fois entendu w jamais klakt mnha liike it so much,4
189,toop,2
190,bravoo fahmii brqvo,1
191,rkeecht lenna enaa tawa hani nestanna fi mardi lel vrs 2,3
192,hlouwa barcha bsaraha bravo à vous,3
193,partie 2 waktech,4
194,twahachtek yasmine barcha,3
195,toopp 1 mois et d ecoute,1
196,nice,2
197,haytt,3
198,braavoo,1
199,j adore un grand bravo,1
200,bon mouzica hlowwa clip tayyara el klem mouch laka el koll sinon bon travail,4
201,bravo from paris,2
202,alesh me taamloush musique b rythme w style hedha haja pure,4
203,elli tmathel fl clip tchaabbah l tokyo mtaa la casa de papel,4
204,may beya zardi kalet mouch bech yshoufa hadd,3
205,j adoore,1
206,bendir man jameayaa zeyd,3
207,techbah l tokyou taa la casa de papel,3
208,bravoo,1
209,waw yesser mahleha la chanson jaddore il fikra mtaa clip w lahn mtaa chanson tres simple et tres proche du coeur bravvo,4
210,ayayayy yesser top l arrangement,4
211,hbeell jdgh,3
212,2018 mazelt nesmaa fihaa,3
213,toop wlaah,3
214,nasmaeha f nhaar b 8 marat naaez zuz kamlu haka aaman,3
215,tfattak bravo,4
216,bravo dima nasmaa fiha hatta fi khedma,3
217,chkoun mazel yesmaaha,3
218,maalemm wlh bravo,3
219,mahleha,3
220,il song w kelimet amazingg and il couple aman yfattkou aamloulhom film amaan,4
221,bravo benderman,1
222,yaa maalleem,3
223,les paroles belehi,4
224,bravo bravo bravo meli kharjet w ena modemna aaliha lghneya vraiment haja waaw,4
225,hlouwa mink continue,4
226,hmdd lkiitha,3
227,thaabel el ghoneya bravo,4
228,mouche khaybaa behiiya,3
229,aalamiya 3,3
230,un grand bravo,1
231,kifek admet aleha,3
232,idk why nabka narjalha lghneya kol periode,3
233,bravoo aejbetni barcha laghnya bravo mara okhra,4
234,bravoo 3,4
235,aalem ekher,3
236,le 21 août el ghneya aawedha takrib 200 mara,3
237,en boucle nasmaa kol kelma tadhrabni fi kalbi bravo khedma rawaa,3
238,bravoo,1
239,khedma tayyara bravo,4
240,bravo,1
241,hlowaa el mouzikaa,3
242,bendirman bravo khedma chbeba,4
243,haw el fann,3
244,shan mermez,3
245,ghneya tenjah aalkher nkeep goin nclip tayara aalkheer,4
246,ghneya tayara,3
247,fahmi riahi soutek asaal 3,3
248,yesser itire bech twali référence ldhneya ena wehed min ness chikhte n aleha,3
249,bravo bendirman ghnaya yasser hloua,3
250,birjoliya mizyan barcha bravoo ily khidmouh 3,4
251,thabell bonne continuation,4
252,rawaa bravo,4
253,mhleha il tofla mta il clip tbaki hh y a jmaa chkoun idabarli noumrouha,3
254,kima waedtkom amaltlha remix itiir,3
255,bravo mouch normal titre mezyen aussi ken tnagm thabtelna les paroles,4
256,hadi ghouniya ahlouwa bezaf au fi ejour samaaeha 200 mara bravo berasmi chebaba barcha,4
257,aakwa ghoneya 2017,3
258,ghneyaa mouch aadeyaa,3
259,bravoo,1
260,clip ytir braboo fahmi w bendirman nasmaaha kol youm 10000 maraa bravoo,3
261,yeser tayara ldhneya bravo,3
262,akwa ghneya tounsia top 3,3
263,habitha,3
264,chdakhalha bayya fahmouni,3
265,braavoo sabrii o bendiir,3
266,khdma kweya sahbi,3
267,tenjah,3
268,mahleha l ghneya w l clip 3,3
269,elli yaamel abonnè lel chaine mtaay tarjaalou et merci 3,4
270,bravo,1
271,j adore vraiment c est une belle chanson waaw nasmaa fiha kol lahdha,4
272,el fan el s hiih,3
273,toopp,1
274,maalem,3
275,bravoo,1
276,bech tfatk etalvza etounsia etofla,3
277,bravo ghaneya chabouba w khedma hlowa wsalemli ala bayya zardii hh,4
278,tayara barcha,3
279,nesmaha mlyoun marra leghenya fel nhar,3
280,ektoulna lyrics louta aman,3
281,fi wakt ha 3,3
282,yarham waldik wahed nadhef wethnih b ghnaya hlowa,3
283,vraiment tfatak bravo 3 haw l fann,4
284,trop classe bravo lawled,4
285,aalemeya kol youm nasmaaha 3 3 3 3,3
286,waaw vraiment braavoo,1
287,vraiment lghnaya taabetnii raw galbii youjaanii ki nasmaaha au meme temps mestahlya loujiaa waletli drug amaan maaadech teghib w maaadch tkos aal ghne blkol,4
288,tmanit ken kharej album haka amazing prod,4
289,mahlehom les couples surtt tfool hh,3
290,c bien wlh j adore,4
291,nty w hassen doss mn ahsn etwensa i ghnehom yaajbni 3 3 3 keep on chmeta f nabara 3 3 3 3 3 3,3
292,bravoo,1
293,hmd ghneya touniya toslah finally,4
294,bravo,1
295,clip ittir 3,3
296,bravoo,1
297,bon contention fahmi vraiment topp soutk rawaa j adoré,4
298,leghnaya hathia w ghnayet ya bayaetni salah farzit maybadouch ala baathhoum,3
299,bravo il intaj il tounsi kaad yithassan just keep on,4
300,bravoo tayara el dhanaya,4
301,ahsen masmaat layamet hedhyy,3
302,khedma tayaraa barcha parole wtamthil wghna enfin lkina mouzika tethas,4
303,bsaraha mahleh l clip aallekher ajabni le maximum lahkeya mtaa laghnéya hasitha réel w l couple réel aussi mais chtar leklem mahouch mafhoum,4
304,toop clip tayara mtaa maalmia,4
305,tasmaaha mara loula taawedha maghir ma tochaor,3
306,mahleeha leghneya bravo,3
307,mahleeha bravo,3
308,héyel barcha,3
309,hadheka hal eli yheb bkalbou,3
310,clip hlou w l parole yeser hlouwine bravo lawled ena ajebni bendirman fi style hedha w fahmi yeser soutou hlou just détail vue moch ndhifa fi kaadine fouk trottoir miselech nkoulou bch twali khedmetna,4
311,aandi seaa w eni nasmaa fel ghneya wnaawed chapeau bas lel klem,4
312,berasmii rawaaa,3
313,bravo men akwa m tlaa fi tounes y j adore,4
314,yay lahmi kachaer,3
315,lclip msawar f tunes les paysages yeesr mahlehom,4
316,hlowa,3
317,el view from top,4
318,bravo dhoneya aalmya ne salmli aal botya,3
319,bravoo tayara lghnaya awel khdma fi touns bahia ahou el fan wala lwh zaid maek bandour,3
320,bravoo bravoo bravoo kathroulna ml ghnyet lhlwa w lkhdema lhylaa,3
321,nhar kol nesmaa feha w naawed toktell 3 3 3,3
322,au moin fma des artistes tunisiens yefhmou hja esmha musique berrasmi haja tfattak gj and move on bendirman,4
323,ghneyaa aalamiyaa,3
324,vrt paroles w clip yfatkou bravo bendir men fahmi riahi nnetmana lik lmout ki temchi ldhiri matafrah w matahna ken biya nmatazha lik layem ken fi khiri haka wala khalli tafna eddnya allah yssemhhek w ydelek paroles kwey ltawa fi mokhi,4
325,bravo bravo bravo nmahlaa khidmetkom,3
326,clip moch aady aman,3
327,mwaher frr,3
328,rawaa,3
329,voodoochileish je pense pas ktalha rahou ça se passait seulement dans sa tête sinon rahou sawrouh en taule ce so that descent sémiologiques,4
330,vraimentt superr 3 3,1
331,tadhrab fel galb,3
332,good job berjoliya i like it,4
333,mahlèha lghneya j aime aal ekher,3
334,chbiha baya zardi chqalet,3
335,mala ehsés borjouleya yéser tfatak khatarha baswatkom,3
336,allah yesamhak 3 je ne peux pas arrêter de l écouter c une merveille,4
337,parfaite bravo,1
338,ken lclip tayer,3
339,atawarna fil qualite mais eltawa manech aarfin nrakbou klem ala clip tayara beshih en tout cas bn travail,4
340,el ghonneeya tahfouna yesser,3
341,j adoore dédicace l baya zardi hh,4
342,ghneya touchante w tessthak njeh mel kalimet wel musiqua wel les acteurs l fekra w kol chyee rawaaa,4
343,tahfouna aalekher leghneya j adore,4
344,lezemha cover acoustic,4
345,bravo mahlaha,3
346,top yaatik saha bairem,3
347,chkoun kbal 100 vu kifi,3
348,yaww tofla tgtl mnin jbtoha raw tfarjt vidéo clips 5 khatrat wmakhaltnih nrakz ala chanson,3
349,franchement clip mouch norml bravo bendirman amal lghnaya soutek impecabl et je l aime bien le clip,4
350,bravo bravo bravo clip yfatak w ghoneya yeser hlouwa l acteur eli fel clip ychebeh barcha lel chanteur algérien slimane,4
351,walwal jeje oui oui ychebehlou nn,4
352,rawaaa rawaaa rawaaa vraiment mravoo momathlin rawaa ikhraj rawaaa w kalimatt taksimhom binatkom rawaa bravoo mercii li aamal raki hadhaa aman khamo fi film mezyann yahki aala kisas lahlowa kif hadhii smaatha yji 100 mara machbaatichh,4
353,hani nhadhrlha fi remix mezyena yzid ihaliha,3
354,yoked ahsen fanen fk tounes 3,3
355,basmet salh lforzit wathha fl ghoneya w l m fhemch ymchi yasma janna w atrafek nar,3
356,meshi aadeyaa,3
357,il clip w il ghneyaa toopp,3
358,mala naser yatlaa menek,3
359,3 grand bravoo 3 hadha l fann,3
360,yeser hloua en fin fama haja tetesmaa f tounes hachetna b khedma kima haka bravoo,3
361,mouzika mouzika jdida w kwya,3
362,ranim rani fama baaed roumdhan enchallah,3
363,haw fama hbat lberah,3
364,waaw trees pro mais mafhemtch aleh ktalha hh,4
365,bayrem bravo que tu franchi un nouveau style manich pro béch nohkim mais tu essai de changé par contre les autres kh,4
366,clip yesser mezyen,3
367,eyh khouya ontjou khali wehed yansa kal ham mtaa chokou dokou wel boteya w bezg ellif,3
368,ena bidi wallah manaaref aleh nhar kemel nesmaa fiha en boucle hh,4
369,tayar aalikher el dhonaya,3
370,aman méhich tayara el ghoneya kilmtin yitaawdou ama clip yesser mahleh réalisation top,4
371,yesser mahleha goneya w ajebni bendir man f oumour jedia ki kal ndemt aal aarek f les plateaux w niveau etayah bravo,4
372,rawaaa khedma tayaraa bravoo,3
373,tfataak 3 3 3 3,3
374,clip w ghneya moaabrin,3
375,aejbetnii aal lekheer 3 bravoo nfoort,4
376,bessah bravo,3
377,bravo clip tahfoun w klem hlwo n,3
378,yecer hloua,3
379,bravo belle chanson walah bravo,4
380,les paroles extraordinaire bon contunuation sout tayara,4
381,ibdeaaa 3,3
382,enfin kkinaa haja tosleh bravo,4
383,cliip heyeel,3
384,love it formidable comme d hab bayrim o fahmi,4
385,3 yeser benna 3 bravo,3
386,mimi chocolat est ce que tu pourrais me dire ça parle de quoi sltp,1
387,selin aydas elle a trahit son amant et il parle de sa souffrance sans elle,4
388,hathi clippet w hathi aghani 3 3 mech bottia w twarri nwarri chanson et video clip simples et classes bravo pour les acteurs zeda,4
389,yesser tayara bravoo nmahleha lahjetna,3
390,ahla bendir,3
391,bravo awel ghnaya tounseya nkamalha lelekher,3
392,bravo vraiment yasser hlowa abdaatou fiha,3
393,tenjah aallekher,3
394,thebeul beelhaak bravo,3
395,thbeul belhaak bravo,3
396,enti elbeb wena wlfala hlouwa hh,3
397,bravoo min ahla ma smaaet,3
398,bednya dhonya,3
399,khedma mouch aadeya nconseil,4
400,yeser tayara adae sout kelemet rawaa tres touchante,4
401,heyil,3
402,mahleeh fort aalkhr 3 3 3 3 3,3
403,baya zardi moghyara aallekhr lghneya tokkkktel aallekhr kmml hakka bendir talaa alik w hloua brcha w mahleh sout fahmii brv brv brv j aime bien,4
404,benna,3
405,aaml ghoneya maa gga 3,3
406,bravo bayram w fahmii,3
407,mahlehom el kalimet haja jdida fi tunis nchalah dima twedona bhaja tnawer el galb kif haka,3
408,tahfouna,3
409,bravô haja jdida w mezyena bon continuation,4
410,haja top 3 khedma tayyara nshallah dima haka bayrem,3
411,video waaer music waara,3
412,khedma mezyana barcha bravoo wlh,3
413,cliip daloul,3
414,mouzika chbeba w klem hlow,3
415,this song is addictive can t stop listening since this morning nbravo lawled,4
416,bravo ghneya mezyena yeser,3
417,yacine jouini hahahahah yakwa alik rabbi hh,3
418,hh hata tofla ttzlt zaltan,3
419,hh oui très charmant yfatak,4
420,lyrics blhy rahi berrasmi tayara,4
421,bravoo yeser yeser mahleha keep up maallem,4
422,saha maalm dima maak nfrom soussa 3,3
423,mezyena,3
424,bravo tres bon niveau bonne continuation,1
425,rawaa,3
426,beraasmii tokteel amaan ahsen ghneya smaathaa tokteel tokteel tokteel 3,3
427,khedma tayara barcha bravoo,3
428,finally a song fy trending mohtarema w tetsama ghonaya belhk mech baaed akel tafahet bravo au moins wahed fyh lekher,4
429,yarham el om eli jébéték hahahhaha gétlouna wléd el kalb,3
430,kol chy yedawakh,3
431,j aime ekbal manesmaa hmeta fi baya zardi coming bro oumour jediya,4
432,ghneya mahleha clip mahleh w couple mahleh w yaaref ymathel on dirait couple bilhak j adoore khedma mahleha bravo,4
433,il clip yesir tahfoun 3,3
434,bravoo,1
435,mela chnawa thakafa sidi khouya,3
436,hmd lktha bravo hh,3
437,breesmi bravo m kalimet l jeu de clip l kolchy,4
438,yeser tayara lghneya wel clip awel mara teajbni haja kima haka continue,4
439,wwaaww rawwaaa bravoo elii jii men oumour jediia yaamel liikk,3
440,hahaha w eni zedaa,3
441,bravoo hethi ahsen ghneya ghaneha bendir man w clip tayara bravoo encore,4
442,hayla,3
443,rawaa,3
444,inti wel ghonya zouz aal mahlkom hh,3
445,in love nel couple yfatkouu,4
446,ghneya hlowa brsha,3
447,awel mara teajbni haja fi tounes bekhlef el rap good job bayrem nshallah dima lkodem,4
448,bravo wlh il faut toujours changer nkhedmett les clash maaandha wine twassell 3,4
449,ghnaya trés touchante w allah ysamhek w ydinlak y,4
450,borjouleya tayara barcha bon continuation bendir man wou fahmi awel marra teajebni ghneya tounseya haka,4
451,merci aal ghneya el mezyena hathi vraiment mercii 3,4
452,toop haja ndhifa est touchante,4
453,tres original bravo bendir,1
454,kapanga prod ti tefhemm haja heki brabi,3
455,bravoo hakka twensa baldia chnwa ynajmo yaamlo,3
456,hh nfathlk,3
457,ghnaya mliha bzf bzf clipe ndif wmlih wles paroles aussi mlah mn dzair keep up kho,4
458,tayra bravo,3
459,mesrati achref wallah kont dakhel bech nkollo alih nalkak sbaktni kifech yetnsa el kartha weld nahdi,3
460,w tawa zidohom jiji show,3
461,zidhom weld awatef,3
462,ala ayari yarham weldiik,3
463,rabii ifadhlek y al kho,3
464,meryem hbii hh khater ma ritech khiyena ena fl clip ybenou yhebou baadhhom,3
465,non makhanntouch l clip yahki aa rajel mriidh ichok barcha hawka fl lekher kalha samahni bkitek,4
466,elli yaamel abonnè lel chaine mtaay tarjaalou 3 et merci,4
467,elly yaamel abonnè lel chaine mtaay tarjaalou et merci 3,4
468,khouloud agga ktalha fel imagination mteaou,4
469,billehi saybouhom lazim taarkou hata shab fi baathom bravo yal bendir wassil,3
470,hata ena c est la même chose yesser aijbitni 3,4
471,tayer bravo,3
472,toop aalekher bravo,3
473,raykom fi el vidio mtai el lakhreni,3
474,ala ana clip tehki,3
475,awel mara tajbnk ghneya tounsiya,3
476,bravoo chkoun kifi kaad yestana feha meli taadet f oumour jedia,3
477,tik saha bravo,3
478,hobi nitaarfou,3
479,yosr barkia nchkoun mil prepa,3
480,vayne wenti chkoun zeda,3
481,hahaha ya marhba,3
482,elli yaamel abonnè lel chaine mtaay tarjaalou 3 et merci,4
483,elly yaamel abonnè lel chaine mtaay tarjaalou et merci 3,4
484,khedma masaretch fy tounes bravo,3
485,so cute haja jdida,4
486,tohfa,3
487,en boucle beau travail bendirman ou bayrem kima theb enti hh nbeau travail aussi fehmi riahi nc vraiment du lourd,4
488,tayara aalekher bravoo,3
489,saha fréro,3
490,hlouya barsha bravo 3,3
491,hedha el 2Noneh mteaek si bayrem hh,3
492,ama khedma chbeba ou bravo ou nchallah todhreb chmeta faka el mastaa,3
493,thaabbel zah en boucle,3
494,gerha barcha yajbny bendir f romantic w ajbtny barcha partie taa fahmi tbarkallah alikom zouz khedma chbeba n,3
495,yaatik saha hloua yeser,3
496,barchaa fan w sout mèzyén bravo sabri,3
497,ftouk,3
498,barcha fan,3
499,hlouwa,3
500,maalem ghenya mezyzna barcha fekert l clip concept jedid class we chebeb haja jedida bravo tt equipe,4
501,vraiment ibdaa 3 men ahsan l artistouat fi tunis 100 hardwork,4
502,mariem dhouib aalmou el maseoulia,3
503,hlowa 3,3
504,yaatek esaha,3
505,maallem wlh,3
506,bab bab bab,3
507,barcha fun,4
508,mich normal kifech aamalt ha si rafik,4
509,la classe f kol chy ha rajel mouch nrml,4
510,nouba bravo un feuilleton qui m a vraiment marqué,1
511,ysthakha,3
512,oh rouaa abd lahmid bouchnak wlah rzana w khedma mzyena quelqu un aarf win yhot sakih,3
513,maalem bouhmid tmakses aalih,3
514,bravo mosalsel mch aadi ena wallah tabbaatou al you tube w kammaltou l bareh mch normal kaddech fih mn variation d emotions w kaddech fih mn recherches ala detailles sghar el epoque taaddet 20 ans les personnages tkoulech alia kont nchoufehom koddemi ch bch nahki al casting l momathlin ychebbehou lel personnages elli laabouhom awel marra guess rouhi aayech fi mosalsel ychabbeh lettwensa ml hwem aarbi m sahriet w jaw w mashakel l hwem l aarbi bochnak w l equipe mtea ennouba nasswena fi mosalsalet mfabrka ma tchabbahch lettwensa chapeau bas abddlhmid bou hnak fannen w mnin hek l arayef mn hel chojra artist weld artist malgrais elfann ma yetwarethech und autre fois bon courage,4
515,bravo abdelhmdid bounek,4
516,you deserve it mabrouk alik w nestannew fi haja ma khir aam ejjey,4
517,nouba ahsen mousalsel howa w mayestro,3
518,mahleh wallah torbia w akhlak yesthak kol khir w nouba berjoulia nestana fil part ii men taw w nchallah eli jay khir bonne continuation abdou,4
519,nouba w wled moufida ahsen zouz,3
520,testahel prix nobel ya abdelahmid nbravoo,4
521,maestro ahsen oihed ama zada nouva ifatak,3
522,yechbah l post malone,3
523,enfiin kol aam o awled moufida yekho f jaweyez nyezyy enfin hajaa khiir meno talaet aam snee nbravo abed lahmid bouchnak t as fais un merveilleux travail,4
524,j attendais romthan awards min 20 romthan kif wfew lmousalselslet lkol habit nchouf chkoun meilleur acteur w chkoun meilleur feuilleton nouba top top numb one sna mala abd lahmid bouchnek artisto,4
525,mabrouukk tessthakouuha wallah,3
526,mabrouuk nbien mérité,4
527,ahsin mn kdhiya 460 w lmaistrou metfarajtch fih,3
528,sakura aaychik azayza nchaĺla aidek mabrouk w snin deyma ama ena niseil fik nekhou f rayik khater mazalit metfarajtch fih w nes lkol yochkrou fih kolit à ce point khir mn kadhiya 460 w lmaistrou,3
529,mchlh alikk nmawhooba,3
530,mahleha lbnaya w makhaf rouhha,3
531,hh walah nebda nestana feha b dkika w draj,3
532,abonnée ee jeemaaa nhehb naakber chaîne,4
533,chabaa dahk hh,3
534,ahla haja faha lahjetha ajbetni barcha tbrkla alih,3
535,maalma,3
536,awel comedienne teajebni f tounes bravo continue,4
537,hh yatehha saha,3
538,dhahra selaa bent houma aarbi force force,3
539,mala kabaa xdd,4
540,thabil itofla,3
541,hh bravo bon koraje,4
542,world y weldi raw stand up mouch bedharoura hiya fel 7kika haka,4
543,sadakni dhamra barcha,3
544,nourmal enti,3
545,sahhit nour daassi mais ne parle plus trop rapidement et donne à chaque personnage que tu présente,4
546,bravvi,3
547,bant salyna wasli,3
548,jdid khowya kwaya barcha,3
549,bravoo lwahidaa ltfarhedd aalkalbb fihom,4
550,ktibet bilel missaoui maarouf how elli ken iaadher lektiba el karim maymnaach elli aandha matkoul fi rouhha ka stand up,4
551,bravo wasel,4
552,taajebni barcha,3
553,asel had tefla,3
554,mahleha nchikh aleha bravo,4
555,mahleha,3
556,yaatik saha me khallitli mankoul hh,3
557,hh malla kaaba mahleha,3
558,chapeau bas,1
559,y raby b dmuua bravo tik duda,4
560,mariem jabetha bthabet,3
561,mch nrml htfla wlhi tarf tkld htla,3
562,thabel hh,3
563,mahich aadiya tchbh lnes lkol bravo,4
564,hh bravoo,1
565,brabi chkoun yaarf tiktok mteaha chnwa esmou,3
566,hh asal etofla hh,3
567,mahlehom ayem zmen,3
568,sitkom aalami w ili maaya,3
569,merci lli hatli jam,3
570,m en ahsen les setkoms fi tounis,3
571,wajiha toop du toop hh 80,4
572,mahlakom kol sans exception,4
573,aman ken yaamlou joze ekher,3
574,ya manal rak asla,3
575,ahlem mahleha,3
576,yhablou kol wallah,3
577,yhabel,3
578,brabi titre de musique 4,4
579,hbal saaida,3
580,yeki fama halka hdech,3
